time_ms,accel_x_raw,accel_y_raw,accel_z_raw,uv_raw,accel_valid,uv_valid,uv_new,sensor_error_mask,pump_on,accel_fifo_skipped_total,log_dropped_total
70274,34,-5392,134,0,1,1,0,0,1,0,0
70284,36,-5382,143,0,1,1,0,0,1,0,0
70294,27,-5381,143,0,1,1,0,0,1,0,0
70304,26,-5376,141,0,1,1,0,0,1,0,0
70314,20,-5384,147,0,1,1,0,0,1,0,0
70318,27,-5395,130,0,1,1,0,0,1,0,0
70328,40,-5397,151,0,1,1,0,0,1,0,0
70338,31,-5382,158,0,1,1,1,0,1,0,0
70349,30,-5378,150,0,1,1,0,0,1,0,0
70359,25,-5390,149,0,1,1,0,0,1,0,0
70370,23,-5388,138,0,1,1,0,0,1,0,0
70380,23,-5388,140,0,1,1,0,0,1,0,0
70391,27,-5379,151,0,1,1,0,0,1,0,0
70401,17,-5380,142,0,1,1,0,0,1,0,0
70411,15,-5376,126,0,1,1,0,0,1,0,0
70421,36,-5381,155,0,1,1,0,0,1,0,0
70431,21,-5380,145,0,1,1,0,0,1,0,0
70441,12,-5381,136,0,1,1,0,0,1,0,0
70451,28,-5378,151,0,1,1,0,0,1,0,0
70461,17,-5378,159,0,1,1,0,0,1,0,0
70472,33,-5372,137,0,1,1,0,0,1,0,0
70482,34,-5374,144,0,1,1,0,0,1,0,0
70492,30,-5382,147,0,1,1,0,0,1,0,0
70502,42,-5389,145,0,1,1,0,0,1,0,0
70513,19,-5370,158,0,1,1,0,0,1,0,0
70523,22,-5385,142,0,1,1,0,0,1,0,0
70534,32,-5391,142,0,1,1,0,0,1,0,0
70544,33,-5379,148,0,1,1,0,0,1,0,0
70549,27,-5376,143,0,1,1,0,0,1,0,0
70559,16,-5367,150,0,1,1,0,0,1,0,0
70569,27,-5387,144,0,1,1,0,0,1,0,0
70580,42,-5386,143,0,1,1,0,0,1,0,0
70590,23,-5377,147,0,1,1,0,0,1,0,0
70601,19,-5382,135,0,1,1,0,0,1,0,0
70611,31,-5387,161,0,1,1,0,0,1,0,0
70622,12,-5391,150,0,1,1,0,0,1,0,0
70632,17,-5365,173,0,1,1,0,0,1,0,0
70643,22,-5367,149,0,1,1,0,0,1,0,0
70653,12,-5401,153,0,1,1,0,0,1,0,0
70663,33,-5409,141,0,1,1,0,0,1,0,0
70673,9,-5389,118,0,1,1,0,0,1,0,0
70683,29,-5377,113,0,1,1,0,0,1,0,0
70693,40,-5398,133,0,1,1,0,0,1,0,0
70703,12,-5377,131,0,1,1,0,0,1,0,0
70713,15,-5369,137,0,1,1,0,0,1,0,0
70723,25,-5379,165,0,1,1,0,0,1,0,0
70724,33,-5390,172,0,1,1,0,0,1,0,0
70734,48,-5385,171,0,1,1,0,0,1,0,0
70748,7,-5357,157,0,1,1,0,0,1,0,0
70758,28,-5385,144,0,1,1,0,0,1,0,0
70769,28,-5406,157,0,1,1,0,0,1,0,0
70779,23,-5372,145,0,1,1,0,0,1,0,0
70790,43,-5373,124,0,1,1,0,0,1,0,0
70800,30,-5386,159,0,1,1,0,0,1,0,0
70811,19,-5394,137,0,1,1,0,0,1,0,0
70821,34,-5372,147,0,1,1,0,0,1,0,0
70831,9,-5373,146,0,1,1,0,0,1,0,0
70841,18,-5386,143,0,1,1,0,0,1,0,0
70845,50,-5388,134,0,1,1,0,0,1,0,0
70855,23,-5380,144,0,1,1,0,0,1,0,0
70865,19,-5380,151,0,1,1,1,0,1,0,0
70876,51,-5381,143,0,1,1,0,0,1,0,0
70886,22,-5375,142,0,1,1,0,0,1,0,0
70897,23,-5375,141,0,1,1,0,0,1,0,0
70907,31,-5393,150,0,1,1,0,0,1,0,0
70918,19,-5389,143,0,1,1,0,0,1,0,0
70928,28,-5369,133,0,1,1,0,0,1,0,0
70939,32,-5378,143,0,1,1,0,0,1,0,0
70949,13,-5392,142,0,1,1,0,0,1,0,0
70950,25,-5380,145,0,1,1,0,0,1,0,0
70960,20,-5368,149,0,1,1,0,0,1,0,0
70970,23,-5398,154,0,1,1,0,0,1,0,0
70988,40,-5398,137,0,1,1,0,0,1,0,0
70998,22,-5370,139,0,1,1,0,0,1,0,0
71008,11,-5365,156,0,1,1,0,0,1,0,0
71018,33,-5379,151,0,1,1,0,0,1,0,0
71029,17,-5377,149,0,1,1,0,0,1,0,0
71039,17,-5353,146,0,1,1,0,0,1,0,0
71040,24,-5372,124,0,1,1,0,0,1,0,0
71050,10,-5392,137,0,1,1,0,0,1,0,0
71060,21,-5374,145,0,1,1,0,0,1,0,0
71071,24,-5383,135,0,1,1,0,0,1,0,0
71081,19,-5382,140,0,1,1,0,0,1,0,0
71091,49,-5388,143,0,1,1,0,0,1,0,0
71101,45,-5374,153,0,1,1,0,0,1,0,0
71111,24,-5380,143,0,1,1,0,0,1,0,0
71121,39,-5391,142,0,1,1,0,0,1,0,0
71131,35,-5380,160,0,1,1,0,0,1,0,0
71141,30,-5376,144,0,1,1,0,0,1,0,0
71151,31,-5389,141,0,1,1,0,0,1,0,0
71161,19,-5390,144,0,1,1,0,0,1,0,0
71171,26,-5376,139,0,1,1,0,0,1,0,0
71181,34,-5389,139,0,1,1,0,0,1,0,0
71191,12,-5387,139,0,1,1,0,0,1,0,0
71201,6,-5380,150,0,1,1,0,0,1,0,0
71211,26,-5381,159,0,1,1,0,0,1,0,0
71221,23,-5384,163,0,1,1,0,0,1,0,0
71231,31,-5383,145,0,1,1,0,0,1,0,0
71241,29,-5378,154,0,1,1,0,0,1,0,0
71251,26,-5364,159,0,1,1,0,0,1,0,0
71261,42,-5386,145,0,1,1,0,0,1,0,0
71271,39,-5382,151,0,1,1,0,0,1,0,0
71281,27,-5375,142,0,1,1,0,0,1,0,0
71291,33,-5386,142,0,1,1,0,0,1,0,0
71301,12,-5387,131,0,1,1,0,0,1,0,0
71311,35,-5373,140,0,1,1,0,0,1,0,0
71321,39,-5375,140,0,1,1,0,0,1,0,0
71331,9,-5392,150,0,1,1,0,0,1,0,0
71341,31,-5380,151,0,1,1,0,0,1,0,0
71351,14,-5385,150,0,1,1,0,0,1,0,0
71361,31,-5385,149,0,1,1,0,0,1,0,0
71375,39,-5381,159,0,1,1,0,0,1,0,0
71385,22,-5381,145,0,1,1,1,0,1,0,0
71386,27,-5367,137,0,1,1,0,0,1,0,0
71396,26,-5382,132,0,1,1,0,0,1,0,0
71406,30,-5385,136,0,1,1,0,0,1,0,0
71416,29,-5373,138,0,1,1,0,0,1,0,0
71426,20,-5387,132,0,1,1,0,0,1,0,0
71436,34,-5382,137,0,1,1,0,0,1,0,0
71446,17,-5383,148,0,1,1,0,0,1,0,0
71456,18,-5373,153,0,1,1,0,0,1,0,0
71466,23,-5383,153,0,1,1,0,0,1,0,0
71483,21,-5383,153,0,1,1,0,0,1,0,0
71493,15,-5389,149,0,1,1,0,0,1,0,0
71503,24,-5392,130,0,1,1,0,0,1,0,0
71513,25,-5382,151,0,1,1,0,0,1,0,0
71523,13,-5378,144,0,1,1,0,0,1,0,0
71524,43,-5383,122,0,1,1,0,0,1,0,0
71534,25,-5376,133,0,1,1,0,0,1,0,0
71544,26,-5377,129,0,1,1,0,0,1,0,0
71555,40,-5381,139,0,1,1,0,0,1,0,0
71565,18,-5384,132,0,1,1,0,0,1,0,0
71575,23,-5373,140,0,1,1,0,0,1,0,0
71585,31,-5375,140,0,1,1,0,0,1,0,0
71595,7,-5385,141,0,1,1,0,0,1,0,0
71605,22,-5383,149,0,1,1,0,0,1,0,0
71615,39,-5370,156,0,1,1,0,0,1,0,0
71625,22,-5383,147,0,1,1,0,0,1,0,0
71636,17,-5378,155,0,1,1,0,0,1,0,0
71646,38,-5381,155,0,1,1,0,0,1,0,0
71656,23,-5388,149,0,1,1,0,0,1,0,0
71666,19,-5381,135,0,1,1,0,0,1,0,0
71676,24,-5387,123,0,1,1,0,0,1,0,0
71686,17,-5398,135,0,1,1,0,0,1,0,0
71696,34,-5391,137,0,1,1,0,0,1,0,0
71706,26,-5386,153,0,1,1,0,0,1,0,0
71716,7,-5380,152,0,1,1,0,0,1,0,0
71726,25,-5381,153,0,1,1,0,0,1,0,0
71736,14,-5383,157,0,1,1,0,0,1,0,0
71746,14,-5385,147,0,1,1,0,0,1,0,0
71756,26,-5386,151,0,1,1,0,0,1,0,0
71767,16,-5380,150,0,1,1,0,0,1,0,0
71777,14,-5382,137,0,1,1,0,0,1,0,0
71787,25,-5389,145,0,1,1,0,0,1,0,0
71798,33,-5375,133,0,1,1,0,0,1,0,0
71808,30,-5377,150,0,1,1,0,0,1,0,0
71818,27,-5377,155,0,1,1,0,0,1,0,0
71828,34,-5386,145,0,1,1,0,0,1,0,0
71838,29,-5386,145,0,1,1,0,0,1,0,0
71848,16,-5370,154,0,1,1,0,0,1,0,0
71858,30,-5373,153,0,1,1,0,0,1,0,0
71868,27,-5379,146,0,1,1,0,0,1,0,0
71878,21,-5384,146,0,1,1,0,0,1,0,0
71888,36,-5384,153,0,1,1,0,0,1,0,0
71898,8,-5382,145,0,1,1,0,0,1,0,0
71908,22,-5389,141,0,1,1,1,0,1,0,0
71918,16,-5372,150,0,1,1,0,0,1,0,0
71928,-1,-5380,145,0,1,1,0,0,1,0,0
71938,31,-5385,150,0,1,1,0,0,1,0,0
71948,4,-5391,145,0,1,1,0,0,1,0,0
71958,17,-5380,133,0,1,1,0,0,1,0,0
71968,17,-5379,148,0,1,1,0,0,1,0,0
71978,15,-5379,162,0,1,1,0,0,1,0,0
71988,35,-5390,159,0,1,1,0,0,1,0,0
71998,30,-5385,153,0,1,1,0,0,1,0,0
72008,21,-5385,152,0,1,1,0,0,1,0,0
72018,34,-5385,135,0,1,1,0,0,1,0,0
72028,25,-5372,152,0,1,1,0,0,1,0,0
72038,21,-5386,144,0,1,1,0,0,1,0,0
72048,41,-5388,140,0,1,1,0,0,1,0,0
72058,31,-5382,154,0,1,1,0,0,1,0,0
72068,23,-5390,132,0,1,1,0,0,1,0,0
72078,30,-5390,149,0,1,1,0,0,1,0,0
72088,12,-5392,149,0,1,1,0,0,1,0,0
72098,16,-5371,141,0,1,1,0,0,1,0,0
72108,29,-5373,152,0,1,1,0,0,1,0,0
72118,19,-5394,153,0,1,1,0,0,1,0,0
72119,19,-5385,158,0,1,1,0,0,1,0,0
72129,21,-5377,153,0,1,1,0,0,1,0,0
72139,32,-5381,139,0,1,1,0,0,1,0,0
72149,27,-5375,138,0,1,1,0,0,1,0,0
72159,11,-5375,143,0,1,1,0,0,1,0,0
72169,14,-5385,130,0,1,1,0,0,1,0,0
72179,25,-5382,131,0,1,1,0,0,1,0,0
72189,28,-5388,141,0,1,1,0,0,1,0,0
72200,24,-5399,142,0,1,1,0,0,1,0,0
72210,36,-5385,147,0,1,1,0,0,1,0,0
72220,23,-5378,160,0,1,1,0,0,1,0,0
72230,20,-5381,152,0,1,1,0,0,1,0,0
72240,34,-5379,162,0,1,1,0,0,1,0,0
72250,26,-5370,145,0,1,1,0,0,1,0,0
72260,23,-5388,141,0,1,1,0,0,1,0,0
72270,28,-5378,141,0,1,1,0,0,1,0,0
72280,15,-5385,143,0,1,1,0,0,1,0,0
72290,19,-5382,136,0,1,1,0,0,1,0,0
72300,20,-5385,139,0,1,1,0,0,1,0,0
72310,15,-5388,141,0,1,1,0,0,1,0,0
72320,31,-5379,141,0,1,1,0,0,1,0,0
72330,11,-5384,152,0,1,1,0,0,1,0,0
72340,21,-5381,155,0,1,1,0,0,1,0,0
72350,33,-5370,159,0,1,1,0,0,1,0,0
72361,11,-5375,153,0,1,1,0,0,1,0,0
72371,26,-5379,140,0,1,1,0,0,1,0,0
72381,28,-5375,154,0,1,1,0,0,1,0,0
72391,13,-5376,153,0,1,1,0,0,1,0,0
72401,35,-5380,133,0,1,1,0,0,1,0,0
72411,34,-5379,149,0,1,1,0,0,1,0,0
72421,30,-5386,132,0,1,1,0,0,1,0,0
72431,42,-5380,139,0,1,1,1,0,1,0,0
72441,25,-5385,160,0,1,1,0,0,1,0,0
72451,40,-5381,142,0,1,1,0,0,1,0,0
72461,23,-5384,151,0,1,1,0,0,1,0,0
72471,14,-5395,144,0,1,1,0,0,1,0,0
72483,31,-5380,143,0,1,1,0,0,1,0,0
72493,22,-5374,151,0,1,1,0,0,1,0,0
72503,20,-5379,138,0,1,1,0,0,1,0,0
72513,13,-5382,140,0,1,1,0,0,1,0,0
72523,8,-5381,144,0,1,1,0,0,1,0,0
72524,29,-5387,145,0,1,1,0,0,1,0,0
72534,18,-5391,145,0,1,1,0,0,1,0,0
72544,34,-5380,128,0,1,1,0,0,1,0,0
72555,34,-5394,154,0,1,1,0,0,1,0,0
72565,16,-5392,138,0,1,1,0,0,1,0,0
72575,34,-5390,133,0,1,1,0,0,1,0,0
72585,27,-5380,154,0,1,1,0,0,1,0,0
72595,27,-5395,151,0,1,1,0,0,1,0,0
72605,38,-5383,161,0,1,1,0,0,1,0,0
72615,24,-5371,148,0,1,1,0,0,1,0,0
72625,32,-5394,147,0,1,1,0,0,1,0,0
72636,40,-5383,151,0,1,1,0,0,1,0,0
72646,23,-5378,142,0,1,1,0,0,1,0,0
72656,30,-5387,133,0,1,1,0,0,1,0,0
72666,18,-5385,138,0,1,1,0,0,1,0,0
72676,21,-5385,141,0,1,1,0,0,1,0,0
72686,26,-5390,142,0,1,1,0,0,1,0,0
72696,22,-5390,145,0,1,1,0,0,1,0,0
72706,9,-5379,140,0,1,1,0,0,1,0,0
72716,24,-5387,133,0,1,1,0,0,1,0,0
72726,18,-5388,149,0,1,1,0,0,1,0,0
72736,18,-5384,144,0,1,1,0,0,1,0,0
72746,20,-5375,146,0,1,1,0,0,1,0,0
72756,23,-5387,156,0,1,1,0,0,1,0,0
72767,20,-5372,144,0,1,1,0,0,1,0,0
72777,32,-5385,144,0,1,1,0,0,1,0,0
72787,29,-5389,152,0,1,1,0,0,1,0,0
72798,17,-5383,132,0,1,1,0,0,1,0,0
72808,34,-5377,139,0,1,1,0,0,1,0,0
72818,29,-5377,141,0,1,1,0,0,1,0,0
72828,7,-5374,153,0,1,1,0,0,1,0,0
72838,40,-5377,154,0,1,1,0,0,1,0,0
72848,23,-5382,154,0,1,1,0,0,1,0,0
72858,24,-5392,149,0,1,1,0,0,1,0,0
72868,49,-5393,149,0,1,1,0,0,1,0,0
72879,25,-5374,151,0,1,1,0,0,1,0,0
72889,18,-5389,130,0,1,1,0,0,1,0,0
72899,25,-5391,141,0,1,1,0,0,1,0,0
72909,13,-5370,141,0,1,1,0,0,1,0,0
72919,25,-5379,144,0,1,1,0,0,1,0,0
72929,14,-5384,151,0,1,1,0,0,1,0,0
72939,22,-5383,142,0,1,1,0,0,1,0,0
72949,29,-5379,144,0,1,1,0,0,1,0,0
72959,20,-5379,141,0,1,1,1,0,1,0,0
72960,20,-5374,135,0,1,1,0,0,1,0,0
72970,29,-5388,150,0,1,1,0,0,1,0,0
72980,22,-5392,148,0,1,1,0,0,1,0,0
72990,23,-5383,139,0,1,1,0,0,1,0,0
73000,40,-5381,154,0,1,1,0,0,1,0,0
73010,25,-5379,145,0,1,1,0,0,1,0,0
73020,45,-5373,152,0,1,1,0,0,1,0,0
73030,29,-5369,156,0,1,1,0,0,1,0,0
73042,10,-5378,130,0,1,1,0,0,1,0,0
73052,28,-5379,142,0,1,1,0,0,1,0,0
73062,23,-5395,143,0,1,1,0,0,1,0,0
73072,29,-5385,133,0,1,1,0,0,1,0,0
73082,31,-5379,148,0,1,1,0,0,1,0,0
73092,12,-5377,138,0,1,1,0,0,1,0,0
73102,26,-5378,158,0,1,1,0,0,1,0,0
73112,18,-5390,158,0,1,1,0,0,1,0,0
73122,19,-5385,143,0,1,1,0,0,1,0,0
73132,6,-5379,148,0,1,1,0,0,1,0,0
73142,7,-5378,143,0,1,1,0,0,1,0,0
73152,18,-5377,132,0,1,1,0,0,1,0,0
73162,9,-5383,139,0,1,1,0,0,1,0,0
73172,30,-5395,125,0,1,1,0,0,1,0,0
73182,26,-5392,147,0,1,1,0,0,1,0,0
73192,15,-5378,142,0,1,1,0,0,1,0,0
73203,30,-5380,129,0,1,1,0,0,1,0,0
73213,34,-5385,144,0,1,1,0,0,1,0,0
73223,12,-5381,156,0,1,1,0,0,1,0,0
73233,37,-5382,167,0,1,1,0,0,1,0,0
73243,30,-5385,147,0,1,1,0,0,1,0,0
73253,14,-5382,137,0,1,1,0,0,1,0,0
73263,26,-5385,140,0,1,1,0,0,1,0,0
73273,21,-5388,146,0,1,1,0,0,1,0,0
73283,25,-5388,139,0,1,1,0,0,1,0,0
73293,40,-5391,151,0,1,1,0,0,1,0,0
73303,14,-5375,145,0,1,1,0,0,1,0,0
73313,19,-5377,138,0,1,1,0,0,1,0,0
73323,26,-5384,139,0,1,1,0,0,1,0,0
73333,9,-5369,146,0,1,1,0,0,1,0,0
73343,16,-5383,144,0,1,1,0,0,1,0,0
73353,27,-5383,156,0,1,1,0,0,1,0,0
73364,21,-5379,142,0,1,1,0,0,1,0,0
73374,24,-5391,148,0,1,1,0,0,1,0,0
73384,16,-5385,142,0,1,1,0,0,1,0,0
73394,24,-5380,140,0,1,1,0,0,1,0,0
73404,40,-5380,146,0,1,1,0,0,1,0,0
73414,28,-5383,146,0,1,1,0,0,1,0,0
73424,15,-5373,135,0,1,1,0,0,1,0,0
73434,32,-5377,139,0,1,1,0,0,1,0,0
73444,23,-5380,140,0,1,1,0,0,1,0,0
73445,21,-5373,141,0,1,1,0,0,1,0,0
73455,30,-5384,140,0,1,1,0,0,1,0,0
73465,26,-5381,148,4999,1,1,0,0,1,0,0
73475,13,-5381,147,4999,1,1,1,0,1,0,0
73483,35,-5384,149,4999,1,1,0,0,1,0,0
73493,8,-5387,146,4999,1,1,0,0,1,0,0
73503,22,-5376,139,4999,1,1,0,0,1,0,0
73513,22,-5367,149,4999,1,1,0,0,1,0,0
73524,6,-5393,144,4999,1,1,0,0,1,0,0
73534,26,-5394,156,4999,1,1,0,0,1,0,0
73545,7,-5387,156,4999,1,1,0,0,1,0,0
73555,10,-5389,141,4999,1,1,0,0,1,0,0
73566,30,-5373,144,4999,1,1,0,0,1,0,0
73576,17,-5375,145,4999,1,1,0,0,1,0,0
73586,14,-5386,137,4999,1,1,0,0,1,0,0
73596,34,-5375,155,4999,1,1,0,0,1,0,0
73606,15,-5387,150,4999,1,1,0,0,1,0,0
73616,29,-5388,125,4999,1,1,0,0,1,0,0
73626,21,-5379,153,4999,1,1,0,0,1,0,0
73636,17,-5382,143,4999,1,1,0,0,1,0,0
73647,36,-5382,137,4999,1,1,0,0,1,0,0
73657,36,-5375,147,4999,1,1,0,0,1,0,0
73667,29,-5364,143,4999,1,1,0,0,1,0,0
73677,23,-5382,146,4999,1,1,0,0,1,0,0
73687,28,-5391,154,4999,1,1,0,0,1,0,0
73697,12,-5382,142,4999,1,1,0,0,1,0,0
73707,19,-5384,140,4999,1,1,0,0,1,0,0
73717,26,-5386,138,4999,1,1,0,0,1,0,0
73728,40,-5369,163,4999,1,1,0,0,1,0,0
73738,16,-5373,148,4999,1,1,0,0,1,0,0
73748,41,-5390,137,4999,1,1,0,0,1,0,0
73758,14,-5380,132,4999,1,1,0,0,1,0,0
73769,33,-5378,126,4999,1,1,0,0,1,0,0
73779,41,-5385,150,4999,1,1,0,0,1,0,0
73780,22,-5377,141,4999,1,1,0,0,1,0,0
73790,28,-5381,138,4999,1,1,0,0,1,0,0
73800,18,-5403,152,4999,1,1,0,0,1,0,0
73811,13,-5390,147,4999,1,1,0,0,1,0,0
73821,27,-5387,141,4999,1,1,0,0,1,0,0
73832,37,-5392,142,4999,1,1,0,0,1,0,0
73842,26,-5387,150,4999,1,1,0,0,1,0,0
73853,33,-5383,150,4999,1,1,0,0,1,0,0
73863,11,-5383,148,4999,1,1,0,0,1,0,0
73874,28,-5381,144,4999,1,1,0,0,1,0,0
73884,47,-5387,146,4999,1,1,0,0,1,0,0
73895,29,-5392,151,4999,1,1,0,0,1,0,0
73905,29,-5377,133,4999,1,1,0,0,1,0,0
73915,38,-5379,148,4999,1,1,0,0,1,0,0
73925,21,-5375,151,4999,1,1,0,0,1,0,0
73935,38,-5375,139,4999,1,1,0,0,1,0,0
73945,32,-5390,162,4999,1,1,0,0,1,0,0
73955,19,-5380,142,4999,1,1,0,0,1,0,0
73965,29,-5381,146,4999,1,1,0,0,1,0,0
73970,25,-5376,138,5340,1,1,0,0,1,0,0
73980,22,-5386,129,5340,1,1,0,0,1,0,0
73990,34,-5384,141,5340,1,1,1,0,1,0,0
74001,21,-5384,145,5340,1,1,0,0,1,0,0
74011,14,-5382,142,5340,1,1,0,0,1,0,0
74022,29,-5387,126,5340,1,1,0,0,1,0,0
74032,26,-5389,147,5340,1,1,0,0,1,0,0
74043,20,-5379,148,5340,1,1,0,0,1,0,0
74053,36,-5383,141,5340,1,1,0,0,1,0,0
74064,19,-5388,156,5340,1,1,0,0,1,0,0
74074,20,-5386,136,5340,1,1,0,0,1,0,0
74085,36,-5377,151,5340,1,1,0,0,1,0,0
74095,9,-5380,150,5340,1,1,0,0,1,0,0
74096,31,-5382,144,5340,1,1,0,0,1,0,0
74106,21,-5392,148,5340,1,1,0,0,1,0,0
74116,24,-5374,140,5340,1,1,0,0,1,0,0
74127,34,-5382,133,5340,1,1,0,0,1,0,0
74137,28,-5378,153,5340,1,1,0,0,1,0,0
74148,37,-5375,143,5340,1,1,0,0,1,0,0
74158,31,-5384,139,5340,1,1,0,0,1,0,0
74168,11,-5383,136,5340,1,1,0,0,1,0,0
74178,33,-5379,147,5340,1,1,0,0,1,0,0
74188,32,-5377,147,5340,1,1,0,0,1,0,0
74198,14,-5376,138,5340,1,1,0,0,1,0,0
74208,33,-5386,142,5340,1,1,0,0,1,0,0
74218,20,-5385,154,5340,1,1,0,0,1,0,0
74229,26,-5381,154,5340,1,1,0,0,1,0,0
74239,33,-5378,146,5340,1,1,0,0,1,0,0
74249,22,-5365,148,5340,1,1,0,0,1,0,0
74259,18,-5384,139,5340,1,1,0,0,1,0,0
74269,22,-5375,142,5340,1,1,0,0,1,0,0
74279,24,-5381,136,5340,1,1,0,0,1,0,0
74289,34,-5387,142,5340,1,1,0,0,1,0,0
74299,15,-5391,139,5340,1,1,0,0,1,0,0
74309,30,-5383,138,5340,1,1,0,0,1,0,0
74319,30,-5384,160,5340,1,1,0,0,1,0,0
74329,15,-5377,146,5340,1,1,0,0,1,0,0
74339,33,-5385,148,5340,1,1,0,0,1,0,0
74349,17,-5376,153,5340,1,1,0,0,1,0,0
74359,27,-5391,140,5340,1,1,0,0,1,0,0
74369,19,-5395,138,5340,1,1,0,0,1,0,0
74379,20,-5385,148,5340,1,1,0,0,1,0,0
74390,46,-5394,149,5340,1,1,0,0,1,0,0
74400,28,-5386,166,5340,1,1,0,0,1,0,0
74410,18,-5388,143,5340,1,1,0,0,1,0,0
74420,36,-5393,144,5340,1,1,0,0,1,0,0
74430,19,-5383,141,5340,1,1,0,0,1,0,0
74440,14,-5386,140,5340,1,1,0,0,1,0,0
74450,32,-5367,147,5340,1,1,0,0,1,0,0
74460,19,-5374,148,5340,1,1,0,0,1,0,0
74470,30,-5383,139,5340,1,1,0,0,1,0,0
74480,31,-5395,156,5340,1,1,0,0,1,0,0
74490,21,-5391,150,5530,1,1,0,0,1,0,0
74500,19,-5385,124,5530,1,1,0,0,1,0,0
74510,22,-5386,137,5530,1,1,0,0,1,0,0
74520,14,-5384,143,5530,1,1,0,0,1,0,0
74530,19,-5395,133,5530,1,1,0,0,1,0,0
74540,18,-5383,157,5530,1,1,1,0,1,0,0
74545,15,-5375,145,5530,1,1,0,0,1,0,0
74555,35,-5372,152,5530,1,1,0,0,1,0,0
74565,15,-5379,146,5530,1,1,0,0,1,0,0
74576,21,-5386,146,5530,1,1,0,0,1,0,0
74586,34,-5385,158,5530,1,1,0,0,1,0,0
74596,9,-5382,140,5530,1,1,0,0,1,0,0
74606,17,-5380,135,5530,1,1,0,0,1,0,0
74616,27,-5394,155,5530,1,1,0,0,1,0,0
74626,20,-5375,168,5530,1,1,0,0,1,0,0
74636,36,-5392,140,5530,1,1,0,0,1,0,0
74646,16,-5378,144,5530,1,1,0,0,1,0,0
74657,13,-5367,147,5530,1,1,0,0,1,0,0
74667,28,-5369,152,5530,1,1,0,0,1,0,0
74677,31,-5379,153,5530,1,1,0,0,1,0,0
74687,31,-5391,144,5530,1,1,0,0,1,0,0
74697,29,-5387,154,5530,1,1,0,0,1,0,0
74707,19,-5395,156,5530,1,1,0,0,1,0,0
74717,33,-5383,142,5530,1,1,0,0,1,0,0
74727,31,-5388,137,5530,1,1,0,0,1,0,0
74737,11,-5387,142,5530,1,1,0,0,1,0,0
74747,29,-5377,147,5530,1,1,0,0,1,0,0
74757,13,-5374,161,5530,1,1,0,0,1,0,0
74768,7,-5376,150,5530,1,1,0,0,1,0,0
74778,33,-5391,138,5530,1,1,0,0,1,0,0
74788,23,-5369,139,5530,1,1,0,0,1,0,0
74798,26,-5372,133,5530,1,1,0,0,1,0,0
74808,29,-5370,155,5530,1,1,0,0,1,0,0
74809,23,-5385,150,5530,1,1,0,0,1,0,0
74819,29,-5381,139,5530,1,1,0,0,1,0,0
74829,26,-5372,148,5530,1,1,0,0,1,0,0
74839,19,-5377,144,5530,1,1,0,0,1,0,0
74849,32,-5386,143,5530,1,1,0,0,1,0,0
74859,10,-5375,149,5530,1,1,0,0,1,0,0
74869,17,-5379,131,5530,1,1,0,0,1,0,0
74879,36,-5381,142,5530,1,1,0,0,1,0,0
74889,22,-5385,154,5530,1,1,0,0,1,0,0
74900,29,-5381,136,5530,1,1,0,0,1,0,0
74910,27,-5368,140,5530,1,1,0,0,1,0,0
74920,28,-5382,143,5530,1,1,0,0,1,0,0
74930,22,-5385,150,5530,1,1,0,0,1,0,0
74940,40,-5379,139,5530,1,1,0,0,1,0,0
74950,29,-5374,148,5530,1,1,0,0,1,0,0
74960,7,-5384,138,5530,1,1,0,0,1,0,0
74970,21,-5405,142,5530,1,1,0,0,1,0,0
74980,35,-5390,145,5530,1,1,0,0,1,0,0
74990,11,-5355,134,5530,1,1,0,0,1,0,0
75000,37,-5377,136,5530,1,1,0,0,1,0,0
75010,22,-5369,151,5530,1,1,0,0,1,0,0
75024,18,-5386,145,5708,1,1,0,0,1,0,0
75034,30,-5378,151,5708,1,1,1,0,1,0,0
75045,10,-5384,158,5708,1,1,0,0,1,0,0
75055,23,-5396,149,5708,1,1,0,0,1,0,0
75066,28,-5364,141,5708,1,1,0,0,1,0,0
75076,27,-5404,118,5708,1,1,0,0,1,0,0
75086,29,-5409,109,5708,1,1,0,0,1,0,0
75096,29,-5375,107,5708,1,1,0,0,1,0,0
75106,13,-5414,40,5708,1,1,0,0,1,0,0
75116,20,-5384,111,5708,1,1,0,0,1,0,0
75126,-4,-5300,135,5708,1,1,0,0,1,0,0
75136,1,-5379,140,5708,1,1,0,0,1,0,0
75146,30,-5440,141,5708,1,1,0,0,1,0,0
75147,45,-5528,119,5708,1,1,0,0,1,0,0
75157,30,-5408,149,5708,1,1,0,0,1,0,0
75167,30,-5266,109,5708,1,1,0,0,1,0,0
75177,16,-5283,190,5708,1,1,0,0,1,0,0
75187,67,-5418,139,5708,1,1,0,0,1,0,0
75197,78,-5480,-3,5708,1,1,0,0,1,0,0
75207,35,-5390,-20,5708,1,1,0,0,1,0,0
75217,7,-5335,-17,5708,1,1,0,0,1,0,0
75227,7,-5366,130,5708,1,1,0,0,1,0,0
75237,-4,-5426,208,5708,1,1,0,0,1,0,0
75247,-27,-5435,195,5708,1,1,0,0,1,0,0
75257,-37,-5376,210,5708,1,1,0,0,1,0,0
75267,-61,-5321,162,5708,1,1,0,0,1,0,0
75277,-41,-5260,174,5708,1,1,0,0,1,0,0
75287,-9,-5259,191,5708,1,1,0,0,1,0,0
